condition,group,roi,phase,subject,beta
CS-,healthy,hc_tail,extinction,20,-11.328805882617598
CS-,healthy,hc_tail,extinction,21,33.467613669434705
CS-,healthy,hc_tail,extinction,23,43.79967106472362
CS-,healthy,hc_tail,extinction,24,-18.452490672980453
CS-,healthy,hc_tail,extinction,25,24.125402675130573
CS-,healthy,hc_tail,extinction,26,-9.486080358694263
CS-,ptsd,amyg_bla,acquisition,101,-2.842118374285784
CS-,ptsd,amyg_bla,acquisition,102,-2.3504859724463643
CS-,ptsd,amyg_bla,acquisition,103,-24.62411679101635
CS-,ptsd,amyg_bla,acquisition,104,-3.7363218266551965
CS-,ptsd,amyg_bla,acquisition,105,4.626064238425874
CS-,ptsd,amyg_bla,acquisition,106,-19.912721860477987
CS-,ptsd,amyg_bla,acquisition,107,-4.042907591980487
CS-,ptsd,amyg_bla,acquisition,108,9.260242520955405
CS-,ptsd,amyg_bla,acquisition,109,4.776737764507869
CS-,ptsd,amyg_bla,acquisition,110,22.116996914371533
CS-,ptsd,amyg_bla,acquisition,111,-26.10857963900453
CS-,ptsd,amyg_bla,acquisition,112,-2.463984032402831
CS-,ptsd,amyg_bla,acquisition,113,-22.04656265100461
CS-,ptsd,amyg_bla,acquisition,114,7.651411252691307
CS-,ptsd,amyg_bla,acquisition,115,-12.147169783808787
CS-,ptsd,amyg_bla,acquisition,116,8.192256180194542
CS-,ptsd,amyg_bla,acquisition,117,4.2863553344906
CS-,ptsd,amyg_bla,acquisition,118,-0.6014241601372635
CS-,ptsd,amyg_bla,acquisition,120,10.969071409895244
CS-,ptsd,amyg_bla,acquisition,121,-18.763846847458275
CS-,ptsd,amyg_bla,acquisition,122,2.9330171694714133
CS-,ptsd,amyg_bla,acquisition,123,-8.587382791632855
CS-,ptsd,amyg_bla,acquisition,124,-1.6750819487105155
CS-,ptsd,amyg_bla,acquisition,125,5.707507192822441
CS-,ptsd,amyg_bla,baseline,101,2.3324571322416205
CS-,ptsd,amyg_bla,baseline,102,-5.29010092295163
CS-,ptsd,amyg_bla,baseline,103,-26.01151214296779
CS-,ptsd,amyg_bla,baseline,104,0.34550273070518656
CS-,ptsd,amyg_bla,baseline,105,-2.6354612231361574
CS-,ptsd,amyg_bla,baseline,106,-0.24728222272824496
CS-,ptsd,amyg_bla,baseline,107,-5.965419411332017
CS-,ptsd,amyg_bla,baseline,108,3.4556217633489257
CS-,ptsd,amyg_bla,baseline,109,7.153279150189669
CS-,ptsd,amyg_bla,baseline,110,-7.219752366132043
CS-,ptsd,amyg_bla,baseline,111,-30.387539473704663
CS-,ptsd,amyg_bla,baseline,112,-2.2151918393531536
CS-,ptsd,amyg_bla,baseline,113,-22.376818348181605
CS-,ptsd,amyg_bla,baseline,114,9.106020412304336
CS-,ptsd,amyg_bla,baseline,115,-4.14576218409979
CS-,ptsd,amyg_bla,baseline,116,2.494143558187386
CS-,ptsd,amyg_bla,baseline,117,-0.8198796127523694
CS-,ptsd,amyg_bla,baseline,118,1.6347714220565812
CS-,ptsd,amyg_bla,baseline,120,16.833371658911815
CS-,ptsd,amyg_bla,baseline,121,-13.577558805987644
CS-,ptsd,amyg_bla,baseline,122,8.586364646314406
CS-,ptsd,amyg_bla,baseline,123,-14.535284529524612
CS-,ptsd,amyg_bla,baseline,124,-0.8891159555029854
CS-,ptsd,amyg_bla,baseline,125,13.525867614692581
CS-,ptsd,amyg_bla,extinction,101,1.5507325229559388
CS-,ptsd,amyg_bla,extinction,102,-3.507129177846946
CS-,ptsd,amyg_bla,extinction,103,-21.89217319474228
CS-,ptsd,amyg_bla,extinction,104,-10.002444985946212
CS-,ptsd,amyg_bla,extinction,105,0.2130035915077456
CS-,ptsd,amyg_bla,extinction,106,-18.621188694357343
CS-,ptsd,amyg_bla,extinction,107,-7.757431983296107
CS-,ptsd,amyg_bla,extinction,108,-4.6197232171573726
CS-,ptsd,amyg_bla,extinction,109,-0.9101304990992184
CS-,ptsd,amyg_bla,extinction,110,14.400409805030707
CS-,ptsd,amyg_bla,extinction,111,0.8315049261843871
CS-,ptsd,amyg_bla,extinction,112,-7.4453229540027674
CS-,ptsd,amyg_bla,extinction,113,-23.7314448853997
CS-,ptsd,amyg_bla,extinction,114,-1.39289057427474
CS-,ptsd,amyg_bla,extinction,115,-2.9337536240841184
CS-,ptsd,amyg_bla,extinction,116,-1.7008082480676991
CS-,ptsd,amyg_bla,extinction,117,12.123456287200375
CS-,ptsd,amyg_bla,extinction,118,-4.778888747688977
CS-,ptsd,amyg_bla,extinction,120,25.339288678004607
CS-,ptsd,amyg_bla,extinction,121,-13.090059745758715
CS-,ptsd,amyg_bla,extinction,122,1.8219901959783111
CS-,ptsd,amyg_bla,extinction,123,-9.110235309649124
CS-,ptsd,amyg_bla,extinction,124,-11.749849503421421
CS-,ptsd,amyg_bla,extinction,125,13.240109882085711
CS-,ptsd,amyg_cem,acquisition,101,-5.216249122478378
CS-,ptsd,amyg_cem,acquisition,102,8.022608731144661
CS-,ptsd,amyg_cem,acquisition,103,-39.67987755307972
CS-,ptsd,amyg_cem,acquisition,104,0.9251436863529992
CS-,ptsd,amyg_cem,acquisition,105,0.038566784150358566
CS-,ptsd,amyg_cem,acquisition,106,39.444858675121615
CS-,ptsd,amyg_cem,acquisition,107,-5.189761057439627
CS-,ptsd,amyg_cem,acquisition,108,4.123614953403982
CS-,ptsd,amyg_cem,acquisition,109,21.367025621966537
CS-,ptsd,amyg_cem,acquisition,110,3.235657915478116
CS-,ptsd,amyg_cem,acquisition,111,-69.75591841998383
CS-,ptsd,amyg_cem,acquisition,112,-10.404185378186718
CS-,ptsd,amyg_cem,acquisition,113,-24.445361427410173
CS-,ptsd,amyg_cem,acquisition,114,30.078338315531692
CS-,ptsd,amyg_cem,acquisition,115,-12.422842324844428
CS-,ptsd,amyg_cem,acquisition,116,12.65790522563201
CS-,ptsd,amyg_cem,acquisition,117,17.100544600437086
CS-,ptsd,amyg_cem,acquisition,118,5.617583924352571
CS-,ptsd,amyg_cem,acquisition,120,19.36137274339905
CS-,ptsd,amyg_cem,acquisition,121,-31.90828934174266
CS-,ptsd,amyg_cem,acquisition,122,24.74242750312933
CS-,ptsd,amyg_cem,acquisition,123,15.459349795264034
CS-,ptsd,amyg_cem,acquisition,124,-4.917422417822915
CS-,ptsd,amyg_cem,acquisition,125,9.59417524555658
CS-,ptsd,amyg_cem,baseline,101,-10.210940171731636
CS-,ptsd,amyg_cem,baseline,102,-18.40020035027905
CS-,ptsd,amyg_cem,baseline,103,1.8136470141332768
CS-,ptsd,amyg_cem,baseline,104,-4.76350310577878
CS-,ptsd,amyg_cem,baseline,105,-9.186465919447237
CS-,ptsd,amyg_cem,baseline,106,21.528154161450786
CS-,ptsd,amyg_cem,baseline,107,-8.307337610408512
CS-,ptsd,amyg_cem,baseline,108,-2.8880603822181
CS-,ptsd,amyg_cem,baseline,109,19.630086951284554
CS-,ptsd,amyg_cem,baseline,110,-10.845764595286576
CS-,ptsd,amyg_cem,baseline,111,-58.07694671604344
CS-,ptsd,amyg_cem,baseline,112,-12.303840002821138
CS-,ptsd,amyg_cem,baseline,113,-29.41407561638191
CS-,ptsd,amyg_cem,baseline,114,17.527340397690278
CS-,ptsd,amyg_cem,baseline,115,-8.465033540307058
CS-,ptsd,amyg_cem,baseline,116,0.5489518046779658
CS-,ptsd,amyg_cem,baseline,117,36.223673074471726
CS-,ptsd,amyg_cem,baseline,118,20.35016331922461
CS-,ptsd,amyg_cem,baseline,120,39.09167099756972
CS-,ptsd,amyg_cem,baseline,121,-3.4246900141978966
CS-,ptsd,amyg_cem,baseline,122,15.168897860413114
CS-,ptsd,amyg_cem,baseline,123,3.9730661660481315
CS-,ptsd,amyg_cem,baseline,124,17.48991621044115
CS-,ptsd,amyg_cem,baseline,125,-0.03696773502537433
CS-,ptsd,amyg_cem,extinction,101,-5.330595075734892
CS-,ptsd,amyg_cem,extinction,102,5.952741938845806
CS-,ptsd,amyg_cem,extinction,103,-6.0143768462308085
CS-,ptsd,amyg_cem,extinction,104,-20.977084270101926
CS-,ptsd,amyg_cem,extinction,105,-26.94535024898748
CS-,ptsd,amyg_cem,extinction,106,38.305520832047904
CS-,ptsd,amyg_cem,extinction,107,-2.0034413344951143
CS-,ptsd,amyg_cem,extinction,108,-13.782127383630725
CS-,ptsd,amyg_cem,extinction,109,-3.436137767198185
CS-,ptsd,amyg_cem,extinction,110,1.6967511470355685
CS-,ptsd,amyg_cem,extinction,111,-26.07651398754816
CS-,ptsd,amyg_cem,extinction,112,-2.535736226825976
CS-,ptsd,amyg_cem,extinction,113,-29.013013615638165
CS-,ptsd,amyg_cem,extinction,114,19.42067082572465
CS-,ptsd,amyg_cem,extinction,115,-18.640251414735047
CS-,ptsd,amyg_cem,extinction,116,-1.8336043748804318
CS-,ptsd,amyg_cem,extinction,117,17.48277394073429
CS-,ptsd,amyg_cem,extinction,118,5.2507117153120735
CS-,ptsd,amyg_cem,extinction,120,31.181394488203765
CS-,ptsd,amyg_cem,extinction,121,-24.658839879188317
CS-,ptsd,amyg_cem,extinction,122,29.656638496355104
CS-,ptsd,amyg_cem,extinction,123,19.245527308511857
CS-,ptsd,amyg_cem,extinction,124,-14.390441646100953
CS-,ptsd,amyg_cem,extinction,125,-4.915932372593514
CS-,ptsd,hc_body,acquisition,101,12.81747312009228
CS-,ptsd,hc_body,acquisition,102,4.034870238769765
CS-,ptsd,hc_body,acquisition,103,-0.7502739234772132
CS-,ptsd,hc_body,acquisition,104,8.185768988016598
CS-,ptsd,hc_body,acquisition,105,24.77961156664641
CS-,ptsd,hc_body,acquisition,106,33.344303973999835
CS-,ptsd,hc_body,acquisition,107,-23.154652757126666
CS-,ptsd,hc_body,acquisition,108,-6.762844551700198
CS-,ptsd,hc_body,acquisition,109,-13.096018908845654
CS-,ptsd,hc_body,acquisition,110,6.7052480818715585
CS-,ptsd,hc_body,acquisition,111,-6.348048371820148
CS-,ptsd,hc_body,acquisition,112,-10.655014650342519
CS-,ptsd,hc_body,acquisition,113,-1.3186569660506855
CS-,ptsd,hc_body,acquisition,114,9.248773709244642
CS-,ptsd,hc_body,acquisition,115,-24.01159535475484
CS-,ptsd,hc_body,acquisition,116,-4.820957075128807
CS-,ptsd,hc_body,acquisition,117,4.651502325423135
CS-,ptsd,hc_body,acquisition,118,3.3190383729402826
CS-,ptsd,hc_body,acquisition,120,-0.06574754264032424
CS-,ptsd,hc_body,acquisition,121,-18.630936255531275
CS-,ptsd,hc_body,acquisition,122,-7.221672074625357
CS-,ptsd,hc_body,acquisition,123,-3.4336759239946515
CS-,ptsd,hc_body,acquisition,124,-1.7640447268346091
CS-,ptsd,hc_body,acquisition,125,21.640155971851392
CS-,ptsd,hc_body,baseline,101,2.7061576281957485
CS-,ptsd,hc_body,baseline,102,3.939238677066201
CS-,ptsd,hc_body,baseline,103,1.6458358549568248
CS-,ptsd,hc_body,baseline,104,8.562150433429254
CS-,ptsd,hc_body,baseline,105,17.244553950089866
CS-,ptsd,hc_body,baseline,106,33.88404303816655
CS-,ptsd,hc_body,baseline,107,-19.70163326729865
CS-,ptsd,hc_body,baseline,108,-23.064030800995024
CS-,ptsd,hc_body,baseline,109,-12.680784443008996
CS-,ptsd,hc_body,baseline,110,-7.667277198479793
CS-,ptsd,hc_body,baseline,111,-13.514649185909324
CS-,ptsd,hc_body,baseline,112,5.245650260109146
CS-,ptsd,hc_body,baseline,113,-6.7721994261829614
CS-,ptsd,hc_body,baseline,114,14.352790163052035
CS-,ptsd,hc_body,baseline,115,-21.247627758125347
CS-,ptsd,hc_body,baseline,116,-14.398429773488612
CS-,ptsd,hc_body,baseline,117,11.017804820973348
CS-,ptsd,hc_body,baseline,118,15.706920535034769
CS-,ptsd,hc_body,baseline,120,5.987607710460957
CS-,ptsd,hc_body,baseline,121,-15.684172214597563
CS-,ptsd,hc_body,baseline,122,-3.883709480120319
CS-,ptsd,hc_body,baseline,123,0.6996467623932688
CS-,ptsd,hc_body,baseline,124,3.8257934689900135
CS-,ptsd,hc_body,baseline,125,26.42533637255659
CS-,ptsd,hc_body,extinction,101,16.797580131311747
CS-,ptsd,hc_body,extinction,102,8.628024332725865
CS-,ptsd,hc_body,extinction,103,0.3372753341405625
CS-,ptsd,hc_body,extinction,104,6.466041773508736
CS-,ptsd,hc_body,extinction,105,16.297129120896038
CS-,ptsd,hc_body,extinction,106,37.69660241582041
CS-,ptsd,hc_body,extinction,107,-26.868153024757863
CS-,ptsd,hc_body,extinction,108,-23.341176438536163
CS-,ptsd,hc_body,extinction,109,-25.94746847855138
CS-,ptsd,hc_body,extinction,110,-6.4413351348971535
CS-,ptsd,hc_body,extinction,111,-9.017405603716833
CS-,ptsd,hc_body,extinction,112,-2.4058241963600966
CS-,ptsd,hc_body,extinction,113,-2.2867683652829545
CS-,ptsd,hc_body,extinction,114,4.897233413993577
CS-,ptsd,hc_body,extinction,115,-25.429833603172845
CS-,ptsd,hc_body,extinction,116,-18.06470242126059
CS-,ptsd,hc_body,extinction,117,8.18051396617398
CS-,ptsd,hc_body,extinction,118,5.375857411415369
CS-,ptsd,hc_body,extinction,120,14.07659753406714
CS-,ptsd,hc_body,extinction,121,-11.409536649990413
CS-,ptsd,hc_body,extinction,122,-16.981926745368227
CS-,ptsd,hc_body,extinction,123,9.221893841470136
CS-,ptsd,hc_body,extinction,124,-8.147352737149424
CS-,ptsd,hc_body,extinction,125,18.50792642806825
CS-,ptsd,hc_head,acquisition,101,-7.1494539734343086
CS-,ptsd,hc_head,acquisition,102,-5.356192350297731
CS-,ptsd,hc_head,acquisition,103,-12.99658809305878
CS-,ptsd,hc_head,acquisition,104,6.500922400746076
CS-,ptsd,hc_head,acquisition,105,-2.7052622997062796
CS-,ptsd,hc_head,acquisition,106,41.561492633467076
CS-,ptsd,hc_head,acquisition,107,-12.77435014368601
CS-,ptsd,hc_head,acquisition,108,-2.2157682757111545
CS-,ptsd,hc_head,acquisition,109,-1.1146638424152526
CS-,ptsd,hc_head,acquisition,110,19.023079013059235
CS-,ptsd,hc_head,acquisition,111,-49.681507876228466
CS-,ptsd,hc_head,acquisition,112,-3.4895744657844667
CS-,ptsd,hc_head,acquisition,113,-22.253413166123227
CS-,ptsd,hc_head,acquisition,114,3.865417529340765
CS-,ptsd,hc_head,acquisition,115,-24.5306393195139
CS-,ptsd,hc_head,acquisition,116,-4.206356236898285
CS-,ptsd,hc_head,acquisition,117,-1.4032868807114882
CS-,ptsd,hc_head,acquisition,118,-10.13433862887674
CS-,ptsd,hc_head,acquisition,120,-1.957009165695515
CS-,ptsd,hc_head,acquisition,121,-24.01705760053553
CS-,ptsd,hc_head,acquisition,122,7.110572312193849
CS-,ptsd,hc_head,acquisition,123,-7.48252014798981
CS-,ptsd,hc_head,acquisition,124,-5.881555430002012
CS-,ptsd,hc_head,acquisition,125,10.110560145004687
CS-,ptsd,hc_head,baseline,101,0.4759452007778421
CS-,ptsd,hc_head,baseline,102,-10.983049733134873
CS-,ptsd,hc_head,baseline,103,-13.831445305618901
CS-,ptsd,hc_head,baseline,104,2.6628704427525958
CS-,ptsd,hc_head,baseline,105,-3.6704318781626335
CS-,ptsd,hc_head,baseline,106,33.865829633677905
CS-,ptsd,hc_head,baseline,107,-15.948462812168982
CS-,ptsd,hc_head,baseline,108,-7.9052443575633315
CS-,ptsd,hc_head,baseline,109,-2.597815923683077
CS-,ptsd,hc_head,baseline,110,6.9133710787546905
CS-,ptsd,hc_head,baseline,111,-38.44036433219938
CS-,ptsd,hc_head,baseline,112,-0.5167376650818463
CS-,ptsd,hc_head,baseline,113,-21.425855342888074
CS-,ptsd,hc_head,baseline,114,5.701536414124657
CS-,ptsd,hc_head,baseline,115,-12.259587094306019
CS-,ptsd,hc_head,baseline,116,-5.328613498846772
CS-,ptsd,hc_head,baseline,117,2.6680317571777747
CS-,ptsd,hc_head,baseline,118,4.500629003111497
CS-,ptsd,hc_head,baseline,120,9.600845437056114
CS-,ptsd,hc_head,baseline,121,-32.48908287224055
CS-,ptsd,hc_head,baseline,122,14.102062572042351
CS-,ptsd,hc_head,baseline,123,-2.680128146790849
CS-,ptsd,hc_head,baseline,124,-8.376087009273117
CS-,ptsd,hc_head,baseline,125,9.322508665819534
CS-,ptsd,hc_head,extinction,101,1.19086735996087
CS-,ptsd,hc_head,extinction,102,-8.52610374021764
CS-,ptsd,hc_head,extinction,103,-7.115437717305241
CS-,ptsd,hc_head,extinction,104,2.4310605464089248
CS-,ptsd,hc_head,extinction,105,-3.5760846358311715
CS-,ptsd,hc_head,extinction,106,38.14525164592814
CS-,ptsd,hc_head,extinction,107,-21.71576190714076
CS-,ptsd,hc_head,extinction,108,-20.743170118776924
CS-,ptsd,hc_head,extinction,109,-14.407083092175364
CS-,ptsd,hc_head,extinction,110,13.402965150440451
CS-,ptsd,hc_head,extinction,111,1.5012461145577782
CS-,ptsd,hc_head,extinction,112,-8.921696902638386
CS-,ptsd,hc_head,extinction,113,-12.008626869006653
CS-,ptsd,hc_head,extinction,114,-0.008762270086703616
CS-,ptsd,hc_head,extinction,115,-13.181821459669822
CS-,ptsd,hc_head,extinction,116,-14.444063300843725
CS-,ptsd,hc_head,extinction,117,8.623872122819094
CS-,ptsd,hc_head,extinction,118,-2.2829162556274962
CS-,ptsd,hc_head,extinction,120,7.6350573116775475
CS-,ptsd,hc_head,extinction,121,-23.65555609481218
CS-,ptsd,hc_head,extinction,122,1.7764672974828624
CS-,ptsd,hc_head,extinction,123,-3.4001118909666763
CS-,ptsd,hc_head,extinction,124,-19.771383787013246
CS-,ptsd,hc_head,extinction,125,4.4325010979381245
CS-,ptsd,hc_tail,acquisition,101,-2.9778497143249427
CS-,ptsd,hc_tail,acquisition,102,35.956399000361365
CS-,ptsd,hc_tail,acquisition,103,-14.422071158071045
CS-,ptsd,hc_tail,acquisition,104,19.862647283071748
CS-,ptsd,hc_tail,acquisition,105,40.57766120063592
CS-,ptsd,hc_tail,acquisition,106,23.141474966369003
CS-,ptsd,hc_tail,acquisition,107,9.334854074603037
CS-,ptsd,hc_tail,acquisition,108,12.36136043805516
CS-,ptsd,hc_tail,acquisition,109,-6.8573363121185045
CS-,ptsd,hc_tail,acquisition,110,36.73743804440918
CS-,ptsd,hc_tail,acquisition,111,-12.51852607280016
CS-,ptsd,hc_tail,acquisition,112,-0.07949360950096022
CS-,ptsd,hc_tail,acquisition,113,32.84174833020762
CS-,ptsd,hc_tail,acquisition,114,19.08876140628542
CS-,ptsd,hc_tail,acquisition,115,-13.604834597226136
CS-,ptsd,hc_tail,acquisition,116,25.54449212976865
CS-,ptsd,hc_tail,acquisition,117,5.5008800020357524
CS-,ptsd,hc_tail,acquisition,118,3.696421334371948
CS-,ptsd,hc_tail,acquisition,120,18.446215587016198
CS-,ptsd,hc_tail,acquisition,121,-16.055263829069453
CS-,ptsd,hc_tail,acquisition,122,22.75345250199799
CS-,ptsd,hc_tail,acquisition,123,2.6638863454901207
CS-,ptsd,hc_tail,acquisition,124,14.365945389115204
CS-,ptsd,hc_tail,acquisition,125,47.383896126641
CS-,ptsd,hc_tail,baseline,101,-8.232241733988657
CS-,ptsd,hc_tail,baseline,102,25.913390444856
CS-,ptsd,hc_tail,baseline,103,-7.381706545881268
CS-,ptsd,hc_tail,baseline,104,11.944069498294107
CS-,ptsd,hc_tail,baseline,105,29.52122619120914
CS-,ptsd,hc_tail,baseline,106,21.698397428481695
CS-,ptsd,hc_tail,baseline,107,11.554606630289486
CS-,ptsd,hc_tail,baseline,108,0.6065875017319364
CS-,ptsd,hc_tail,baseline,109,-5.396361820783109
CS-,ptsd,hc_tail,baseline,110,20.401406027833847
CS-,ptsd,hc_tail,baseline,111,-17.583833336260998
CS-,ptsd,hc_tail,baseline,112,10.91491347444909
CS-,ptsd,hc_tail,baseline,113,18.064485900658962
CS-,ptsd,hc_tail,baseline,114,18.41497309403937
CS-,ptsd,hc_tail,baseline,115,-0.17486808892308978
CS-,ptsd,hc_tail,baseline,116,9.32568466817694
CS-,ptsd,hc_tail,baseline,117,7.492833155014359
CS-,ptsd,hc_tail,baseline,118,15.474294134192233
CS-,ptsd,hc_tail,baseline,120,26.17042844163395
CS-,ptsd,hc_tail,baseline,121,-11.282774850078251
CS-,ptsd,hc_tail,baseline,122,27.4229883400518
CS-,ptsd,hc_tail,baseline,123,16.67218418701942
CS-,ptsd,hc_tail,baseline,124,9.237477208822009
CS-,ptsd,hc_tail,baseline,125,46.58032829796393
CS-,ptsd,hc_tail,extinction,101,9.823929203124274
CS-,ptsd,hc_tail,extinction,102,40.136818922968814
CS-,ptsd,hc_tail,extinction,103,-16.59986511346263
CS-,ptsd,hc_tail,extinction,104,16.794241216327354
CS-,ptsd,hc_tail,extinction,105,33.49007389098406
CS-,ptsd,hc_tail,extinction,106,26.248007395982064
CS-,ptsd,hc_tail,extinction,107,-7.942527629701152
CS-,ptsd,hc_tail,extinction,108,-4.601617985649618
CS-,ptsd,hc_tail,extinction,109,-18.007303682583938
CS-,ptsd,hc_tail,extinction,110,24.767712866137966
CS-,ptsd,hc_tail,extinction,111,-7.306368958965565
CS-,ptsd,hc_tail,extinction,112,-2.6291362306649155
CS-,ptsd,hc_tail,extinction,113,21.918339138291774
CS-,ptsd,hc_tail,extinction,114,18.055264097874954
CS-,ptsd,hc_tail,extinction,115,-8.176839112023275
CS-,ptsd,hc_tail,extinction,116,5.2876294021450345
CS-,ptsd,hc_tail,extinction,117,9.361179502915826
CS-,ptsd,hc_tail,extinction,118,2.253225574122062
CS-,ptsd,hc_tail,extinction,120,26.318282981122298
CS-,ptsd,hc_tail,extinction,121,-10.684828363923412
CS-,ptsd,hc_tail,extinction,122,24.44925829478941
CS-,ptsd,hc_tail,extinction,123,10.989260068433916
CS-,ptsd,hc_tail,extinction,124,0.6203067388776571
CS-,ptsd,hc_tail,extinction,125,41.1358787166591
