roi,encode_phase,level,subject,low_confidence_accuracy,high_confidence_accuracy,CSp_trial,CSm_trial,rsa,group
mOFC,early_extinction,set,103,,,,,0.09457957605685643,ptsd
mOFC,early_extinction,set,104,,,,,0.14476019273690088,ptsd
mOFC,early_extinction,set,105,,,,,-0.047500641749895205,ptsd
mOFC,early_extinction,set,106,,,,,0.05530981698518435,ptsd
mOFC,early_extinction,set,107,,,,,-0.07932949089290614,ptsd
mOFC,early_extinction,set,108,,,,,-0.10707371526764944,ptsd
mOFC,early_extinction,set,109,,,,,0.02622944657767509,ptsd
mOFC,early_extinction,set,110,,,,,0.017878316634624407,ptsd
mOFC,early_extinction,set,111,,,,,0.05876049882403715,ptsd
mOFC,early_extinction,set,112,,,,,0.2514907739203488,ptsd
mOFC,early_extinction,set,113,,,,,0.3429114432221014,ptsd
mOFC,early_extinction,set,114,,,,,0.02199748201418357,ptsd
mOFC,early_extinction,set,115,,,,,-0.024516519328176417,ptsd
mOFC,early_extinction,set,116,,,,,-0.0783871331563723,ptsd
mOFC,early_extinction,set,117,,,,,0.25748898589793334,ptsd
mOFC,early_extinction,set,118,,,,,0.15330380986199726,ptsd
mOFC,early_extinction,set,120,,,,,-0.16180006432308106,ptsd
mOFC,early_extinction,set,121,,,,,0.04780861571268796,ptsd
mOFC,early_extinction,set,122,,,,,-0.057904245796875004,ptsd
mOFC,early_extinction,set,123,,,,,-0.6248070316205291,ptsd
mOFC,early_extinction,set,124,,,,,-0.025439287449915082,ptsd
mOFC,early_extinction,set,125,,,,,-0.3071261558760386,ptsd
mOFC,extinction,item,101,0.15000000000000002,0.25,,,0.27563575050397304,ptsd
mOFC,extinction,item,102,0.050000000000000044,-0.25,,,0.03901316212710847,ptsd
mOFC,extinction,item,103,-0.25,-0.3,,,0.1338725267391441,ptsd
mOFC,extinction,item,104,-0.050000000000000044,0.15000000000000002,,,0.19746707944300793,ptsd
mOFC,extinction,item,105,0.09999999999999998,0.14999999999999997,,,-0.11331168339475804,ptsd
mOFC,extinction,item,106,0.09999999999999998,0.2,,,-0.15478079288080854,ptsd
mOFC,extinction,item,107,-0.050000000000000044,-0.050000000000000044,,,-0.019618356615446288,ptsd
mOFC,extinction,item,108,-0.050000000000000044,-0.09999999999999998,,,0.22126102472226888,ptsd
mOFC,extinction,item,109,-0.19999999999999996,-0.050000000000000044,,,0.016658486542206488,ptsd
mOFC,extinction,item,110,0.29999999999999993,0.2,,,-0.036045586580924875,ptsd
mOFC,extinction,item,111,0.09999999999999998,0.15000000000000002,,,-0.013429501348868084,ptsd
mOFC,extinction,item,112,-0.14999999999999997,0.1,,,0.2556769678813952,ptsd
mOFC,extinction,item,113,0.19999999999999996,0.15,,,0.1180351138632588,ptsd
mOFC,extinction,item,114,0.7,0.35000000000000003,,,-0.02675473581077556,ptsd
mOFC,extinction,item,115,-0.04999999999999993,0.0,,,-0.0874162081851808,ptsd
mOFC,extinction,item,116,0.15000000000000002,0.0,,,0.014663021999727271,ptsd
mOFC,extinction,item,117,-0.35000000000000003,-0.14999999999999997,,,0.2292144203270101,ptsd
mOFC,extinction,item,118,0.15000000000000002,0.15,,,0.11982856944752315,ptsd
mOFC,extinction,item,120,-0.050000000000000044,-0.04999999999999999,,,-0.007863736444018152,ptsd
mOFC,extinction,item,121,0.19999999999999996,0.19999999999999996,,,-0.1192375243087147,ptsd
mOFC,extinction,item,122,0.35,0.44999999999999996,,,-0.1100990221347114,ptsd
mOFC,extinction,item,123,0.09999999999999998,0.25,,,0.041938615467395746,ptsd
mOFC,extinction,item,124,-0.10000000000000003,0.0,,,-0.05260106606123639,ptsd
mOFC,extinction,item,125,-0.25,-0.15000000000000002,,,-0.17325809040658602,ptsd
mOFC,extinction,set,101,,,,,0.20146311762546068,ptsd
mOFC,extinction,set,102,,,,,0.00643892056174937,ptsd
mOFC,extinction,set,103,,,,,0.03816387872288281,ptsd
mOFC,extinction,set,104,,,,,0.1547554746728307,ptsd
mOFC,extinction,set,105,,,,,-0.04765269555265962,ptsd
mOFC,extinction,set,106,,,,,-0.1261946575176287,ptsd
mOFC,extinction,set,107,,,,,-0.0317655644474053,ptsd
mOFC,extinction,set,108,,,,,0.08557163099562737,ptsd
mOFC,extinction,set,109,,,,,-0.01799611179093094,ptsd
mOFC,extinction,set,110,,,,,-0.021613375257696195,ptsd
mOFC,extinction,set,111,,,,,-0.042957540601834626,ptsd
mOFC,extinction,set,112,,,,,0.25404287411167015,ptsd
mOFC,extinction,set,113,,,,,0.161162190374811,ptsd
mOFC,extinction,set,114,,,,,-0.0064641048851993566,ptsd
mOFC,extinction,set,115,,,,,0.0782107601042403,ptsd
mOFC,extinction,set,116,,,,,-0.029867325792324415,ptsd
mOFC,extinction,set,117,,,,,0.176051508714844,ptsd
mOFC,extinction,set,118,,,,,0.009625068048373361,ptsd
mOFC,extinction,set,120,,,,,-0.024675548799305794,ptsd
mOFC,extinction,set,121,,,,,0.0003230776109882094,ptsd
mOFC,extinction,set,122,,,,,-0.1544691057184064,ptsd
mOFC,extinction,set,123,,,,,0.050172179405506306,ptsd
mOFC,extinction,set,124,,,,,0.11833785637366522,ptsd
mOFC,extinction,set,125,,,,,-0.14883486976449842,ptsd
dACC,baseline,item,101,0.375,0.29166666666666663,,,0.010422030829660138,ptsd
dACC,baseline,item,102,0.125,0.04166666666666674,,,0.1865126953759158,ptsd
dACC,baseline,item,103,-0.08333333333333326,0.0,,,-0.08998956431091884,ptsd
dACC,baseline,item,104,0.20833333333333337,0.20833333333333331,,,0.03826072878704335,ptsd
dACC,baseline,item,105,0.0,0.16666666666666663,,,0.003898186138329436,ptsd
dACC,baseline,item,106,-0.04166666666666663,0.08333333333333331,,,-0.0198575974297834,ptsd
dACC,baseline,item,107,-0.125,-0.04166666666666663,,,0.33171681526136304,ptsd
dACC,baseline,item,108,0.0,0.20833333333333337,,,-0.014148206626310694,ptsd
dACC,baseline,item,109,0.125,0.125,,,-0.04538250756158501,ptsd
dACC,baseline,item,110,0.125,0.25000000000000006,,,0.021250165886252323,ptsd
dACC,baseline,item,111,0.20833333333333337,0.33333333333333326,,,0.12158670131360991,ptsd
dACC,baseline,item,112,0.08333333333333326,0.08333333333333331,,,0.03047020701924373,ptsd
dACC,baseline,item,113,-0.125,0.04166666666666663,,,0.08764459689430508,ptsd
dACC,baseline,item,114,0.33333333333333326,0.16666666666666669,,,-0.07159879195853319,ptsd
dACC,baseline,item,115,-0.25,-0.125,,,-0.06172639403270463,ptsd
dACC,baseline,item,116,0.04166666666666663,0.041666666666666685,,,0.1870385225657039,ptsd
dACC,baseline,item,117,-0.20833333333333326,-0.20833333333333331,,,-0.1314582421373298,ptsd
dACC,baseline,item,118,0.37499999999999994,0.3333333333333333,,,0.014919886913486963,ptsd
dACC,baseline,item,120,0.20833333333333326,0.16666666666666674,,,0.028543480479510764,ptsd
dACC,baseline,item,121,-0.04166666666666674,-0.08333333333333331,,,-0.10298781302820081,ptsd
dACC,baseline,item,122,0.29166666666666663,0.37500000000000006,,,0.0721748480913087,ptsd
dACC,baseline,item,123,-0.125,-0.04166666666666674,,,0.15574842582027806,ptsd
dACC,baseline,item,124,-0.16666666666666674,-0.16666666666666663,,,-0.25352328312132477,ptsd
dACC,baseline,item,125,-0.125,-0.16666666666666663,,,-0.1359680753308023,ptsd
dACC,baseline,set,101,,,,,0.024569567482557765,ptsd
dACC,baseline,set,102,,,,,-0.024082241597483154,ptsd
dACC,baseline,set,103,,,,,-0.0657449287849454,ptsd
dACC,baseline,set,104,,,,,0.04396751496212002,ptsd
dACC,baseline,set,105,,,,,-0.038904279187592726,ptsd
dACC,baseline,set,106,,,,,-0.01853678002186023,ptsd
dACC,baseline,set,107,,,,,0.2918008145544925,ptsd
dACC,baseline,set,108,,,,,-0.037545857250331716,ptsd
dACC,baseline,set,109,,,,,-0.03213591287125464,ptsd
dACC,baseline,set,110,,,,,0.01660056820056989,ptsd
dACC,baseline,set,111,,,,,0.025981197827559994,ptsd
dACC,baseline,set,112,,,,,0.11875993690372794,ptsd
dACC,baseline,set,113,,,,,0.0555006757943113,ptsd
dACC,baseline,set,114,,,,,0.0028760561261869447,ptsd
dACC,baseline,set,115,,,,,-0.06484851533971235,ptsd
dACC,baseline,set,116,,,,,0.017638647008889036,ptsd
dACC,baseline,set,117,,,,,-0.15072344131087945,ptsd
dACC,baseline,set,118,,,,,-0.052744981084979214,ptsd
dACC,baseline,set,120,,,,,-0.028544442066252864,ptsd
dACC,baseline,set,121,,,,,-0.04390007723480577,ptsd
dACC,baseline,set,122,,,,,0.23557732869457604,ptsd
dACC,baseline,set,123,,,,,0.10600984722826985,ptsd
dACC,baseline,set,124,,,,,-0.1896425874433374,ptsd
dACC,baseline,set,125,,,,,-0.1494790085231632,ptsd
dACC,acquisition,item,101,0.4583333333333333,0.5,,,0.04999248042915154,ptsd
dACC,acquisition,item,102,0.0,0.0,,,0.10654676776614551,ptsd
dACC,acquisition,item,103,0.08333333333333337,0.125,,,-0.06905681542082046,ptsd
dACC,acquisition,item,104,0.20833333333333337,0.125,,,0.02735194755669873,ptsd
dACC,acquisition,item,105,0.125,0.16666666666666669,,,0.26949286730981376,ptsd
dACC,acquisition,item,106,0.5416666666666667,0.20833333333333331,,,0.13252397794550147,ptsd
dACC,acquisition,item,107,0.0,0.04166666666666663,,,0.19073920382436121,ptsd
dACC,acquisition,item,108,0.0,0.25,,,-0.024926346722386982,ptsd
dACC,acquisition,item,109,0.08333333333333326,0.125,,,0.1433335061305652,ptsd
dACC,acquisition,item,110,0.0,0.04166666666666663,,,-0.072087622677033,ptsd
dACC,acquisition,item,111,0.16666666666666663,0.20833333333333326,,,0.10633110721105904,ptsd
dACC,acquisition,item,112,0.25,0.20833333333333334,,,0.2412431446876544,ptsd
dACC,acquisition,item,113,0.04166666666666663,0.125,,,0.6741234412695531,ptsd
dACC,acquisition,item,114,0.41666666666666674,0.37500000000000006,,,0.0348160699204878,ptsd
dACC,acquisition,item,115,0.25,0.625,,,0.08469606331397975,ptsd
dACC,acquisition,item,116,0.33333333333333337,0.125,,,0.06337251850992537,ptsd
dACC,acquisition,item,117,0.0,-0.04166666666666663,,,0.4352982413522252,ptsd
dACC,acquisition,item,118,0.08333333333333337,0.16666666666666669,,,0.22344103730499576,ptsd
dACC,acquisition,item,120,0.08333333333333337,0.2916666666666667,,,-0.11744475000935262,ptsd
dACC,acquisition,item,121,0.04166666666666674,0.04166666666666674,,,-0.03426596450084439,ptsd
dACC,acquisition,item,122,0.41666666666666674,0.5,,,0.13083080404560604,ptsd
dACC,acquisition,item,123,0.29166666666666674,0.33333333333333326,,,0.08618902594722076,ptsd
dACC,acquisition,item,124,-0.20833333333333331,-0.20833333333333331,,,0.04464931670232214,ptsd
dACC,acquisition,item,125,-0.25,-0.16666666666666663,,,0.017828684897855385,ptsd
dACC,acquisition,set,101,,,,,0.1266550844040164,ptsd
dACC,acquisition,set,102,,,,,0.09059381915552898,ptsd
dACC,acquisition,set,103,,,,,-0.20937947242998484,ptsd
dACC,acquisition,set,104,,,,,0.09438526740967774,ptsd
dACC,acquisition,set,105,,,,,0.36764980416106025,ptsd
dACC,acquisition,set,106,,,,,0.1215709127618258,ptsd
dACC,acquisition,set,107,,,,,0.17677770597753284,ptsd
dACC,acquisition,set,108,,,,,0.042005593565986966,ptsd
dACC,acquisition,set,109,,,,,0.06949896361139986,ptsd
dACC,acquisition,set,110,,,,,-0.06730837766069721,ptsd
dACC,acquisition,set,111,,,,,-0.03143004347209899,ptsd
dACC,acquisition,set,112,,,,,0.30913667435127756,ptsd
dACC,acquisition,set,113,,,,,0.6232481360134042,ptsd
dACC,acquisition,set,114,,,,,0.11137828921241645,ptsd
dACC,acquisition,set,115,,,,,0.0633168331531047,ptsd
dACC,acquisition,set,116,,,,,0.02759032141150075,ptsd
dACC,acquisition,set,117,,,,,0.3728006262904983,ptsd
dACC,acquisition,set,118,,,,,0.25069034600491696,ptsd
dACC,acquisition,set,120,,,,,0.05774964084210792,ptsd
dACC,acquisition,set,121,,,,,0.03758127620702052,ptsd
dACC,acquisition,set,122,,,,,0.19238261161337095,ptsd
dACC,acquisition,set,123,,,,,0.0786910880837723,ptsd
dACC,acquisition,set,124,,,,,0.0108396065156742,ptsd
dACC,acquisition,set,125,,,,,-0.04035234357579082,ptsd
dACC,early_extinction,item,101,0.25,0.25,,,0.3484788536704748,ptsd
dACC,early_extinction,item,102,0.25,0.75,,,0.033418230009961136,ptsd
dACC,early_extinction,item,103,-0.25,-0.25,,,0.28344472370642704,ptsd
dACC,early_extinction,item,104,0.25,-0.25,,,-0.16051941036444795,ptsd
dACC,early_extinction,item,105,0.0,-0.75,,,-0.09435547047188797,ptsd
dACC,early_extinction,item,106,0.5,0.0,,,0.08339616957813846,ptsd
dACC,early_extinction,item,107,-0.5,-0.25,,,0.04730170247104573,ptsd
dACC,early_extinction,item,108,-0.25,-0.25,,,-0.07690829371356725,ptsd
dACC,early_extinction,item,109,0.5,0.5,,,0.33898984775953045,ptsd
dACC,early_extinction,item,110,0.0,-0.25,,,0.15806668136336324,ptsd
dACC,early_extinction,item,111,0.0,0.75,,,0.025493429779315166,ptsd
dACC,early_extinction,item,112,0.25,0.0,,,0.19327228648998973,ptsd
dACC,early_extinction,item,113,0.5,0.25,,,0.3748706249838689,ptsd
dACC,early_extinction,item,114,1.0,1.0,,,0.1581063622289614,ptsd
dACC,early_extinction,item,115,0.0,0.5,,,0.18529095545592933,ptsd
dACC,early_extinction,item,116,0.5,0.0,,,-0.04802938955959862,ptsd
dACC,early_extinction,item,117,-0.5,-0.25,,,0.13917128661483041,ptsd
dACC,early_extinction,item,118,0.25,0.25,,,0.24718340688197774,ptsd
dACC,early_extinction,item,120,0.0,0.5,,,-0.01121055657421452,ptsd
dACC,early_extinction,item,121,0.25,0.0,,,0.0033913926933648586,ptsd
dACC,early_extinction,item,122,0.25,0.75,,,0.2395743003193374,ptsd
dACC,early_extinction,item,123,0.25,-0.25,,,0.16247617417876473,ptsd
dACC,early_extinction,item,124,-0.25,0.0,,,-0.38644507044883997,ptsd
dACC,early_extinction,item,125,0.0,0.0,,,-0.08779672858397117,ptsd
dACC,early_extinction,set,101,,,,,0.3468637938085243,ptsd
dACC,early_extinction,set,102,,,,,-0.0542560481172858,ptsd
dACC,early_extinction,set,103,,,,,0.25557849241417,ptsd
dACC,early_extinction,set,104,,,,,-0.007033681960891193,ptsd
dACC,early_extinction,set,105,,,,,-0.18662348140610463,ptsd
dACC,early_extinction,set,106,,,,,0.05095929835037627,ptsd
dACC,early_extinction,set,107,,,,,0.06841208986377156,ptsd
dACC,early_extinction,set,108,,,,,-0.17598888457343212,ptsd
dACC,early_extinction,set,109,,,,,0.0642554283551049,ptsd
dACC,early_extinction,set,110,,,,,0.2552980258288711,ptsd
dACC,early_extinction,set,111,,,,,0.09140625235984838,ptsd
dACC,early_extinction,set,112,,,,,0.3546515648077348,ptsd
dACC,early_extinction,set,113,,,,,0.5551249024352208,ptsd
dACC,early_extinction,set,114,,,,,0.13720851881024693,ptsd
dACC,early_extinction,set,115,,,,,0.005864626292722707,ptsd
dACC,early_extinction,set,116,,,,,-0.17185675092993533,ptsd
dACC,early_extinction,set,117,,,,,0.3038938409312938,ptsd
dACC,early_extinction,set,118,,,,,0.14292715280403542,ptsd
dACC,early_extinction,set,120,,,,,-0.08873631050261391,ptsd
dACC,early_extinction,set,121,,,,,0.2987359305089663,ptsd
dACC,early_extinction,set,122,,,,,0.5143323489314684,ptsd
dACC,early_extinction,set,123,,,,,0.10632268121000187,ptsd
dACC,early_extinction,set,124,,,,,0.016819415803603965,ptsd
dACC,early_extinction,set,125,,,,,-0.17306270003645113,ptsd
dACC,extinction,item,101,0.15000000000000002,0.25,,,0.11757482171361111,ptsd
dACC,extinction,item,102,0.050000000000000044,-0.25,,,-0.012170499304439121,ptsd
dACC,extinction,item,103,-0.25,-0.3,,,0.2963778843197508,ptsd
dACC,extinction,item,104,-0.050000000000000044,0.15000000000000002,,,-0.11752223456519016,ptsd
dACC,extinction,item,105,0.09999999999999998,0.14999999999999997,,,-0.03379745569354767,ptsd
dACC,extinction,item,106,0.09999999999999998,0.2,,,-0.19896783451973063,ptsd
dACC,extinction,item,107,-0.050000000000000044,-0.050000000000000044,,,0.01589800845580508,ptsd
dACC,extinction,item,108,-0.050000000000000044,-0.09999999999999998,,,-0.02894579733858524,ptsd
dACC,extinction,item,109,-0.19999999999999996,-0.050000000000000044,,,0.09451399356911679,ptsd
dACC,extinction,item,110,0.29999999999999993,0.2,,,0.2991834920207461,ptsd
dACC,extinction,item,111,0.09999999999999998,0.15000000000000002,,,0.1041647728613858,ptsd
dACC,extinction,item,112,-0.14999999999999997,0.1,,,-0.04596091950949732,ptsd
dACC,extinction,item,113,0.19999999999999996,0.15,,,0.30595717017328206,ptsd
dACC,extinction,item,114,0.7,0.35000000000000003,,,0.10472257004189706,ptsd
dACC,extinction,item,115,-0.04999999999999993,0.0,,,-0.1414974602627524,ptsd
dACC,extinction,item,116,0.15000000000000002,0.0,,,-0.15939929183784235,ptsd
dACC,extinction,item,117,-0.35000000000000003,-0.14999999999999997,,,0.1772197438589419,ptsd
dACC,extinction,item,118,0.15000000000000002,0.15,,,0.014580606977500077,ptsd
dACC,extinction,item,120,-0.050000000000000044,-0.04999999999999999,,,-0.029121097277322372,ptsd
dACC,extinction,item,121,0.19999999999999996,0.19999999999999996,,,0.24722340551939992,ptsd
dACC,extinction,item,122,0.35,0.44999999999999996,,,0.20868950509649858,ptsd
dACC,extinction,item,123,0.09999999999999998,0.25,,,-0.061543594245889094,ptsd
dACC,extinction,item,124,-0.10000000000000003,0.0,,,-0.007972424771778647,ptsd
dACC,extinction,item,125,-0.25,-0.15000000000000002,,,-0.02277473897687643,ptsd
dACC,extinction,set,101,,,,,0.13019710207628155,ptsd
dACC,extinction,set,102,,,,,0.030816929134277304,ptsd
dACC,extinction,set,103,,,,,0.1907214839403205,ptsd
dACC,extinction,set,104,,,,,-0.01089278282847167,ptsd
dACC,extinction,set,105,,,,,0.008524146608932776,ptsd
dACC,extinction,set,106,,,,,-0.13360550349543926,ptsd
dACC,extinction,set,107,,,,,-0.10774739321522254,ptsd
dACC,extinction,set,108,,,,,0.08290752194307563,ptsd
dACC,extinction,set,109,,,,,0.06060689568565789,ptsd
dACC,extinction,set,110,,,,,0.17232248742815637,ptsd
dACC,extinction,set,111,,,,,-0.013329320343297778,ptsd
dACC,extinction,set,112,,,,,-0.07504862833336215,ptsd
dACC,extinction,set,113,,,,,0.3370024665337262,ptsd
dACC,extinction,set,114,,,,,-0.07688025336301471,ptsd
dACC,extinction,set,115,,,,,-0.020338838107378493,ptsd
dACC,extinction,set,116,,,,,-0.07329111520235715,ptsd
dACC,extinction,set,117,,,,,0.10558594273872818,ptsd
dACC,extinction,set,118,,,,,0.0013751045984689847,ptsd
dACC,extinction,set,120,,,,,-0.06050717692387645,ptsd
dACC,extinction,set,121,,,,,0.10936505228891297,ptsd
dACC,extinction,set,122,,,,,0.08466006451386471,ptsd
dACC,extinction,set,123,,,,,-0.11074778523622557,ptsd
dACC,extinction,set,124,,,,,-0.1664874025764461,ptsd
dACC,extinction,set,125,,,,,-0.054349596650890675,ptsd
